name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,board,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID,Custom,Voucher,Artist
"Llanowar Elves",1,"Creature - Elf Druid",G,"dom","168",rare,Green,Owned,Non-foil,mainboard,false,,,"","",67801,false,false,"Chris Rahn"
"Lodestone Golem",4,"Artifact Creature - Golem",,"mm2","219",rare,Colorless,Owned,Non-foil,mainboard,false,,,"","",57168,false,false,"Chris Rahn"
"Longshot, Rebel Bowman",4,"Legendary Creature - Human Rebel Ally",R,"tle","120",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",145638,false,false,"Morry Hollowell"
"Loran of the Third Path",3,"Legendary Creature - Human Artificer",W,"bro","12",rare,White,Owned,Non-foil,mainboard,false,,,"","",104642,false,false,"Steven Belledin"
"Lord Windgrace",5,"Legendary Planeswalker - Windgrace",BGR,"spg","14",mythic,Multicolored,Owned,Foil,mainboard,false,,,"","",117394,false,false,"April Prime"
"Lotho, Corrupt Shirriff",2,"Legendary Creature - Halfling Rogue",BW,"ltr","213",rare,null,Owned,Non-foil,mainboard,false,,,"","",112336,false,false,"Ilker Yildiz"
"Lotus Cobra",2,"Creature - Snake",G,"blc","229",rare,Green,Owned,Non-foil,mainboard,false,,,"","",128605,false,false,"Sam Rowan"
"Lotus Field",0,"Land",,"m20","249",rare,Lands,Owned,Non-foil,mainboard,false,,,"","",73397,false,false,"John Avon"
"Lotus Petal",0,"Artifact",,"tmp","294",common,Colorless,Owned,Non-foil,mainboard,false,,,"","",9475,false,false,"April Lee"
"Lotus Vale",0,"Land",,"wth","165",rare,Lands,Owned,Non-foil,mainboard,false,,,"","",9307,false,false,"John Avon"
"Lumra, Bellow of the Woods",6,"Legendary Creature - Elemental Bear",G,"blb","183",mythic,Green,Proxied,Non-foil,mainboard,false,,,"","",129611,false,false,"Matt Stewart"
"Lurrus of the Dream-Den",3,"Legendary Creature - Cat Nightmare",BW,"mul","51",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",109324,false,false,"Steve Ellis"
"Lutri, the Spellchaser",3,"Legendary Creature - Elemental Otter",RU,"mul","52",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",109326,false,false,"Justine Mara Andersen"
"Machine God's Effigy",4,"Artifact",,"brc","63",rare,null,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Martin de Diego Sádaba"
"Madame Vastra",4,"Legendary Creature - Lizard Detective",GU,"who","142",rare,null,Owned,Foil,mainboard,false,,,"","",-1,false,false,"Syd Mills"
"Maelstrom Wanderer",8,"Legendary Creature - Elemental",GRU,"cmm","344",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",114917,false,false,"Victor Adame Minguez"
"Magda, Brazen Outlaw",2,"Legendary Creature - Dwarf Berserker",R,"khm","142",rare,Red,Owned,Non-foil,mainboard,false,,,"","",87619,false,false,"Slawomir Maniak"
"Malcolm, Keen-Eyed Navigator",3,"Legendary Creature - Siren Pirate",U,"cmr","79",uncommon,Blue,Owned,Non-foil,mainboard,false,,,"","",84940,false,false,"Eric Deschamps"
"Malevolent Hermit",2,"Creature - Human Wizard",U,"mid","61",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",93060,false,false,"Daarken"
"Mana Confluence",0,"Land",,"jou","163",rare,Lands,Proxied,Non-foil,mainboard,false,,,"","",52120,false,false,"Richard Wright"
"Mana Crypt",0,"Artifact",,"ema","225",mythic,Colorless,Owned,Non-foil,mainboard,false,,,"","",60697,false,false,"Matt Stewart"
"Mana Drain",2,"Instant",U,"cmr","80",mythic,Blue,Proxied,Non-foil,mainboard,false,,,"","",84942,false,false,"Raymond Swanland"
"Mana Geyser",5,"Sorcery",R,"scd","151",rare,Red,Owned,Non-foil,mainboard,false,,,"","",103880,false,false,"Martina Pilcerova"
"Mana Vault",1,"Artifact",,"2x2","308",rare,Colorless,Proxied,Non-foil,mainboard,false,,,"","",102100,false,false,"Christine Choi"
"Manifold Key",1,"Artifact",,"m20","230",uncommon,Colorless,Owned,Non-foil,mainboard,false,,,"","",73359,false,false,"Lake Hurwitz"
"Marionette Apprentice",2,"Creature - Human Artificer",B,"mh3","100",uncommon,Black,Owned,Non-foil,mainboard,false,,,"","",126217,false,false,"Steve Ellis"
"Memnite",0,"Artifact Creature - Construct",,"som","174",uncommon,Colorless,Owned,Non-foil,mainboard,false,,,"","",37979,false,false,"Svetlin Velinov"
"Memory Jar",5,"Artifact",,"ulg","129",mythic,Colorless,Owned,Non-foil,mainboard,false,,,"","",12697,false,false,"Donato Giancola"
"Mental Misstep",1,"Instant",U,"nph","38",uncommon,Blue,Owned,Non-foil,mainboard,false,,,"","",39920,false,false,"Erica Yang"
"Metallic Mimic",2,"Artifact Creature - Shapeshifter",,"inr","268",rare,Colorless,Owned,Non-foil,mainboard,false,,,"","",135972,false,false,"Maxime Minard"
"Metalworker",3,"Artifact Creature - Construct",,"uds","135",rare,Colorless,Proxied,Non-foil,mainboard,false,,,"","",12921,false,false,"Don Hazeltine"
"Metamorphosis Fanatic",6,"Creature - Human Cleric",B,"dsc","51",rare,Black,Owned,Non-foil,mainboard,false,,,"","",130725,false,false,"Andreas Zafiratos"
"Meteor Sword",7,"Artifact - Equipment",,"tla","258",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",145008,false,false,"Matteo Bassini"
"Miku, Child of Song",5,"Legendary Creature - Avatar",BGRUW,"sld","1599",mythic,null,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Aya Kato"
"Mind Stone",2,"Artifact",,"znc","114",uncommon,Colorless,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Adam Rex"
"Mindbreak Trap",4,"Instant - Trap",U,"zen","57",mythic,Blue,Proxied,Non-foil,mainboard,false,,,"","",34802,false,false,"Christopher Moeller"
"Mind's Desire",6,"Sorcery",U,"dds","4",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Anthony Francisco"
"Mindslaver",6,"Legendary Artifact",,"som","176",rare,Colorless,Owned,Non-foil,mainboard,false,,,"","",38261,false,false,"Volkan Baǵa"
"Minsc & Boo, Timeless Heroes",4,"Legendary Planeswalker - Minsc",GR,"clb","285",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",100608,false,false,"Andreas Zafiratos"
"Minsc, Beloved Ranger",3,"Legendary Creature - Human Ranger",GRW,"afr","227",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",91956,false,false,"Howard Lyon"
"Mirage Mirror",3,"Artifact",,"m3c","300",rare,Colorless,Owned,Non-foil,mainboard,false,,,"","",127145,false,false,"Craig J Spearing"
"Mirrored Lotus",0,"Artifact",,"cmb2","107",rare,Colorless,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Meris Mullaley"
"Miscast",1,"Instant",U,"m21","57",uncommon,Blue,Owned,Non-foil,mainboard,false,,,"","",81341,false,false,"Steve Argyle"
"Misdirection",5,"Instant",U,"cns","102",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Mathias Kollros"
"Mishra's Bauble",0,"Artifact",,"brr","34",uncommon,Colorless,Owned,Non-foil,mainboard,false,,,"","",104486,false,false,"Chippy"
"Mishra's Workshop",0,"Land",,"vma","305",rare,Lands,Proxied,Non-foil,mainboard,false,,,"","",53163,false,false,"Sam Burley"
"Mizzix's Mastery",4,"Sorcery",R,"sta","106",rare,Red,Owned,Non-foil,mainboard,false,,,"","",99611,false,false,"Hiro Suda"
"Mockingbird",1,"Creature - Bird Bard",U,"blb","61",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",129367,false,false,"Aurore Folny"
"M'Odo, the Gnarled Oracle",3,"Legendary Creature - Zombie Elf Wizard",BGU,"ph17","3",mythic,null,Premium Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Johann Bodin"
"Molt Tender",1,"Creature - Insect Druid",G,"dft","171",uncommon,Green,Owned,Non-foil,mainboard,false,,,"","",136465,false,false,"Filip Burburan"
"Molten Duplication",2,"Sorcery",R,"big","14",mythic,Red,Owned,Non-foil,mainboard,false,,,"","",125389,false,false,"Justyna Dura"
"Monastery Mentor",3,"Creature - Human Monk",W,"mom","28",mythic,White,Owned,Non-foil,mainboard,false,,,"","",109862,false,false,"Brian Valeza"
"Moonshaker Cavalry",8,"Creature - Spirit Knight",W,"woe","21",mythic,White,Owned,Non-foil,mainboard,false,,,"","",116334,false,false,"Aldo Domínguez"
"More or Less",1,"Instant",U,"ust","40",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Chris Seaman"
"Mother of Runes",1,"Creature - Human Cleric",W,"ema","22",uncommon,White,Owned,Non-foil,mainboard,false,,,"","",60871,false,false,"Terese Nielsen"
"Mox Amber",0,"Legendary Artifact",,"dom","224",mythic,Colorless,Proxied,Non-foil,mainboard,false,,,"","",67913,false,false,"Steven Belledin"
"Mox Diamond",0,"Artifact",,"sth","138",mythic,Colorless,Proxied,Non-foil,mainboard,false,,,"","",10325,false,false,"Dan Frazier"
"Mox Opal",0,"Legendary Artifact",,"2xm","275",mythic,Colorless,Proxied,Non-foil,mainboard,false,,,"","",82584,false,false,"Volkan Baǵa"
"Mox Poison",0,"Artifact",,"mb2","608",rare,Colorless,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Dan Frazier"
"Ms. Bumbleflower",4,"Legendary Creature - Rabbit Citizen",GUW,"blc","3",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",128995,false,false,"Marta Nael"
"Muddle the Mixture",2,"Instant",U,"rvr","50",uncommon,Blue,Owned,Non-foil,mainboard,false,,,"","",120627,false,false,"Luca Zontini"
"Mutavault",0,"Land",,"clb","903",rare,Lands,Owned,Non-foil,mainboard,false,,,"","",101356,false,false,"Fred Fields"
"Myntasha, Honored One",4,"Legendary Snow Creature - Elk",G,"ph19","5",mythic,null,Premium Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Liiga Smilshkalne"
"Myrel, Shield of Argive",4,"Legendary Creature - Human Soldier",W,"bro","18",mythic,null,Owned,Non-foil,mainboard,false,,,"","",104654,false,false,"Ryan Pancoast"
"Mystic Remora",1,"Enchantment",U,"dmr","59",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",107607,false,false,"Jesper Ejsing"
"Mystical Tutor",1,"Instant",U,"6ed","83",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"David O'Connor"
"Nadu, Winged Wisdom",3,"Legendary Creature - Bird Wizard",GU,"mh3","193",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",126403,false,false,"Daren Bader"
"Najeela, the Blade-Blossom",3,"Legendary Creature - Human Warrior",BGRUW,"bbd","62",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",68852,false,false,"Matt Stewart"
"Narset, Enlightened Exile",4,"Legendary Creature - Human Monk",RUW,"mat","38",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",109198,false,false,"Marie Magny"
"Narset, Parter of Veils",3,"Legendary Planeswalker - Narset",U,"war","61",uncommon,Blue,Owned,Non-foil,mainboard,false,,,"","",71728,false,false,"Magali Villeneuve"
"Natural Order",4,"Sorcery",G,"sta","117",mythic,Green,Owned,Non-foil,mainboard,false,,,"","",99633,false,false,"Ayami Nakashima"
"Nature's Rhythm",2,"Sorcery",G,"tdm","150",rare,Green,Owned,Non-foil,mainboard,false,,,"","",139257,false,false,"Liiga Smilshkalne"
"Necro-Impotence",3,"Enchantment",B,"unh","60",rare,Black,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Mark Tedin"
"Necromancy",3,"Enchantment",B,"vis","64",uncommon,Black,Owned,Non-foil,mainboard,false,,,"","",7649,false,false,"Pete Venters"
"Necropotence",3,"Enchantment",B,"ima","98",mythic,Black,Owned,Non-foil,mainboard,false,,,"","",66075,false,false,"Dave Kendall"
"Neoform",2,"Sorcery",GU,"war","206",uncommon,Multicolored,Owned,Non-foil,mainboard,false,,,"","",72018,false,false,"Bram Sels"
"Nethroi, Apex of Death",5,"Legendary Creature - Cat Nightmare Beast",BGW,"iko","197",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",80403,false,false,"Slawomir Maniak"
"Nexus of Fate",7,"Instant",U,"m19","306",mythic,Blue,Owned,Foil,mainboard,false,,,"","",68145,false,false,"Mike Bierek"
"Nira, Hellkite Duelist",5,"Legendary Creature - Dragon",BGRUW,"phtr","3",mythic,null,Premium Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Yoichi Ito"
"Nissa, Who Shakes the World",5,"Legendary Planeswalker - Nissa",G,"war","169",rare,Green,Owned,Non-foil,mainboard,false,,,"","",71944,false,false,"Chris Rallis"
"Niv-Mizzet, Parun",6,"Legendary Creature - Dragon Wizard",RU,"grn","192",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",69757,false,false,"Svetlin Velinov"
"Noble Hierarch",1,"Creature - Human Druid",G,"mm2","151",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",57112,false,false,"Mark Zug"
"Nocturno of Myra's Marvels",4,"Legendary Creature - Vampire Performer",B,"unf","82",rare,Black,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Gaboleps"
"Norman Osborn",2,"Legendary Creature - Human Scientist Villain",UBR,"spm","39",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",153315,false,false,"Scott M. Fischer"
"Noxious Revival",1,"Instant",G,"spg","73",mythic,Green,Owned,Non-foil,mainboard,false,,,"","",131437,false,false,"Javier Charro"
"Nyxbloom Ancient",7,"Enchantment Creature - Elemental",G,"thb","190",mythic,Green,Owned,Non-foil,mainboard,false,,,"","",79504,false,false,"Filip Burburan"
"Ob Nixilis, the Adversary",3,"Legendary Planeswalker - Nixilis",BR,"snc","206",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",98631,false,false,"Yongjae Choi"
"Oblivion Crown",2,"Enchantment - Aura",B,"fut","73",common,null,Owned,Non-foil,mainboard,false,,,"","",26786,false,false,"Kev Walker"
"Ocelot Pride",1,"Creature - Cat",W,"mh3","38",mythic,White,Proxied,Non-foil,mainboard,false,,,"","",126093,false,false,"Chris Seaman"
"Oko, Thief of Crowns",3,"Legendary Planeswalker - Oko",GU,"eld","197",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",78538,false,false,"Yongjae Choi"
"Old Gnawbone",7,"Legendary Creature - Dragon",G,"afr","197",mythic,Green,Proxied,Non-foil,mainboard,false,,,"","",91896,false,false,"Filip Burburan"
"Omnath, Locus of Creation",4,"Legendary Creature - Elemental",GRUW,"znr","312",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Bastien Grivet & Jessica Rossier"
"Once Upon a Time",2,"Instant",G,"eld","169",rare,Green,Owned,Non-foil,mainboard,false,,,"","",78478,false,false,"Matt Stewart"
"Opening Ceremony",6,"Sorcery",R,"unf","118",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Greg Bobrowski"
"Opposition Agent",3,"Creature - Human Rogue",B,"cmr","141",rare,Black,Proxied,Non-foil,mainboard,false,,,"","",85064,false,false,"Scott Murphy"
"Orcish Bowmasters",2,"Creature - Orc Archer",B,"ltr","103",rare,Black,Proxied,Non-foil,mainboard,false,,,"","",112116,false,false,"Maxim Kostin"
"Orim's Chant",1,"Instant",W,"mh3","265",rare,White,Owned,Non-foil,mainboard,false,,,"","",125941,false,false,"Kev Walker"
"Ornithopter",0,"Artifact Creature - Thopter",,"dmr","386",common,Colorless,Owned,Non-foil,mainboard,false,,,"","",107457,false,false,"Franz Vohwinkel"
"Orzhov Signet",2,"Artifact",BW,"rvr","263",uncommon,Multicolored,Owned,Non-foil,mainboard,false,,,"","",121093,false,false,"Greg Hildebrandt"
"Oswald Fiddlebender",2,"Legendary Creature - Gnome Artificer",W,"afr","28",rare,White,Owned,Non-foil,mainboard,false,,,"","",91558,false,false,"Steven Belledin"
"Otawara, Soaring City",0,"Legendary Land",U,"neo","271",rare,Lands,Proxied,Non-foil,mainboard,false,,,"","",97492,false,false,"Alayna Danner"
"Othelm, Sigardian Outcast",3,"Legendary Creature - Human",GW,"slx","6",rare,null,Owned,Non-foil,mainboard,false,,,"","",105939,false,false,"Alexey Kruglov"
"Ozai, the Phoenix King",6,"Legendary Creature - Human Noble",BR,"tla","235",mythic,null,Owned,Non-foil,mainboard,false,,,"","",144962,false,false,"Kekai Kotaki"
"Pact of Negation",0,"Instant",U,"tsr","77",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",86517,false,false,"Jason Chan"
"Pair o' Dice Lost",5,"Instant",G,"unf","149",uncommon,Green,Owned,Non-foil,mainboard,false,,,"","",115768,false,false,"Bruce Brenneise"
"Palinchron",7,"Creature - Illusion",U,"ulg","38",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",12469,false,false,"Matthew D. Wilson"
"Panoptic Mirror",5,"Artifact",,"dst","136",rare,null,Owned,Non-foil,mainboard,false,,,"","",20411,false,false,"Glen Angus"
"Paradise Mantle",0,"Artifact - Equipment",,"5dn","142",uncommon,Colorless,Owned,Non-foil,mainboard,false,,,"","",20898,false,false,"Greg Hildebrandt"
"Paradox Engine",5,"Legendary Artifact",,"aer","169",mythic,Colorless,Owned,Non-foil,mainboard,false,,,"","",62911,false,false,"Christine Choi"
"Park Map",1,"Artifact",,"unf","190",common,null,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Kirsten Zirngibl"
"Past in Flames",4,"Sorcery",R,"isd","155",mythic,Red,Owned,Non-foil,mainboard,false,,,"","",42712,false,false,"Anthony Jones"
"Path to Exile",1,"Instant",W,"cmm","49",uncommon,White,Owned,Foil,mainboard,false,,,"","",115197,false,false,"Todd Lockwood"
"Peer into the Abyss",7,"Sorcery",B,"m21","117",rare,Black,Owned,Non-foil,mainboard,false,,,"","",81461,false,false,"Izzy"
"Peregrine Drake",5,"Creature - Drake",U,"dmr","65",uncommon,Blue,Owned,Non-foil,mainboard,false,,,"","",107619,false,false,"Mike Bierek"
"Permission Denied",2,"Instant",UW,"rex","42",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Leonardo Santanna"
"Peter Parker",2,"Legendary Creature - Human Scientist Hero",WGU,"spm","10",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",153255,false,false,"Thanh Tuấn"
"Peter Parker's Camera",1,"Artifact",,"spm","171",rare,Colorless,Owned,Non-foil,mainboard,false,,,"","",153585,false,false,"Lixin Yin"
"Phantasmal Image",2,"Creature - Illusion",U,"m12","72",mythic,Blue,Owned,Non-foil,mainboard,false,,,"","",41369,false,false,"Nils Hamm"
"Phelia, Exuberant Shepherd",2,"Legendary Creature - Dog",W,"mh3","40",rare,White,Owned,Foil,mainboard,false,,,"","",126097,false,false,"Rudy Siswanto"
"Phlage, Titan of Fire's Fury",3,"Legendary Creature - Elder Giant",RW,"mh3","197",mythic,Multicolored,Proxied,Non-foil,mainboard,false,,,"","",126413,false,false,"Lucas Graciano"
"Phyrexian Altar",3,"Artifact",,"2x2","311",rare,Colorless,Proxied,Non-foil,mainboard,false,,,"","",102106,false,false,"Yigit Koroglu"
"Phyrexian Censor",3,"Creature - Phyrexian Wizard",W,"mom","31",uncommon,White,Owned,Non-foil,mainboard,false,,,"","",109868,false,false,"Alexey Kruglov"
"Phyrexian Metamorph",4,"Artifact Creature - Phyrexian Shapeshifter",U,"2xm","61",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",82156,false,false,"Jana Schirmer & Johannes Voss"
"Phyrexian Tower",0,"Legendary Land",,"uma","248",mythic,Lands,Owned,Non-foil,mainboard,false,,,"","",70573,false,false,"Dimitar Marinski"
"Pinnacle Monk",5,"Creature - Djinn Monk",R,"mh3","246",uncommon,Red,Owned,Non-foil,mainboard,false,,,"","",126529,false,false,"Jason A. Engle"
"Pitiless Plunderer",4,"Creature - Human Pirate",B,"j25","476",uncommon,Black,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"David Palumbo"
"Port Razer",5,"Creature - Orc Pirate",R,"lcc","230",mythic,null,Owned,Non-foil,mainboard,false,,,"","",118860,false,false,"Craig J Spearing"
"Praetor's Grasp",3,"Sorcery",B,"nph","71",rare,Black,Owned,Non-foil,mainboard,false,,,"","",39838,false,false,"Steve Argyle"
"Primeval Titan",6,"Creature - Giant",G,"tsr","365",mythic,Green,Owned,Non-foil,mainboard,false,,,"","",87107,false,false,"Aleksi Briclot"
"Prismatic Ending",1,"Sorcery",W,"soa","72",uncommon,White,Owned,Etched,mainboard,false,,,"","",148451,false,false,"Takumi Yoza"
"Profane Tutor",0,"Sorcery",B,"mh2","97",rare,Black,Owned,Non-foil,mainboard,false,,,"","",90567,false,false,"Richard Kane Ferguson"
"Professional Face-Breaker",3,"Creature - Human Warrior",R,"m3c","216",rare,Red,Owned,Non-foil,mainboard,false,,,"","",126973,false,false,"Dan Murayama Scott"
"Prophet of Kruphix",5,"Creature - Human Wizard",GU,"ths","199",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",50618,false,false,"Winona Nelson"
"Prossh, Skyraider of Kher",6,"Legendary Creature - Dragon",BGR,"cmr","530",mythic,Multicolored,Owned,Etched,mainboard,false,,,"","",-1,false,false,"Todd Lockwood"
"Putrid Imp",1,"Creature - Zombie Imp",B,"tor","77",common,Black,Owned,Non-foil,mainboard,false,,,"","",17167,false,false,"Wayne England"
"Pyrokinesis",6,"Instant",R,"ema","143",uncommon,Red,Owned,Non-foil,mainboard,false,,,"","",60787,false,false,"Igor Kieryluk"
"Quantum Riddler",5,"Creature - Sphinx",U,"eoe","72",mythic,Blue,Proxied,Non-foil,mainboard,false,,,"","",142757,false,false,"Izzy"
"Queen Kayla bin-Kroog",3,"Legendary Creature - Human Noble",RW,"bro","218",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",105058,false,false,"Cristi Balanescu"
"Ragavan, Nimble Pilferer",1,"Legendary Creature - Monkey Pirate",R,"mh2","138",mythic,Red,Proxied,Non-foil,mainboard,false,,,"","",90653,false,false,"Simon Dominic"
"Rain of Filth",1,"Instant",B,"usg","151",uncommon,Black,Owned,Non-foil,mainboard,false,,,"","",11929,false,false,"Stephen Daniele"
"Rakdos Signet",2,"Artifact",BR,"lcc","311",uncommon,Multicolored,Owned,Non-foil,mainboard,false,,,"","",119022,false,false,"Martina Pilcerova"
"Rakdos, the Muscle",5,"Legendary Creature - Demon Mercenary",BR,"otj","226",mythic,Multicolored,Owned,Foil,mainboard,false,,,"","",124363,false,false,"Victor Maury"
"Ral, Monsoon Mage",2,"Legendary Creature - Human Wizard",RU,"mh3","247",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",126533,false,false,"Dmitry Burmak"
"Ranger-Captain of Eos",3,"Creature - Human Soldier Ranger",W,"mh1","21",mythic,White,Proxied,Non-foil,mainboard,false,,,"","",72414,false,false,"Ryan Pancoast"
"Ravages of War",4,"Sorcery",W,"pip","354",rare,White,Owned,Foil,mainboard,false,,,"","",-1,false,false,"AKQA"
"Razaketh, the Foulblooded",8,"Legendary Creature - Demon",B,"cmm","181",mythic,Black,Owned,Non-foil,mainboard,false,,,"","",115461,false,false,"Chris Rallis"
"Reanimate",1,"Sorcery",B,"tmp","151",rare,Black,Owned,Non-foil,mainboard,false,,,"","",9989,false,false,"Robert Bliss"
"Recruiter of the Guard",3,"Creature - Human Soldier",W,"mh3","266",mythic,White,Owned,Foil,mainboard,false,,,"","",125943,false,false,"Eric Wilkerson"
"Recurring Nightmare",3,"Enchantment",B,"exo","72",rare,Black,Owned,Non-foil,mainboard,false,,,"","",10583,false,false,"Jeff Laubenstein"
"Redirect Lightning",1,"Instant - Lesson",R,"tla","151",rare,null,Owned,Non-foil,mainboard,false,,,"","",144786,false,false,"Toni Infante"
"Regrowth",2,"Sorcery",G,"sta","119",uncommon,Green,Owned,Non-foil,mainboard,false,,,"","",99637,false,false,"Romiy"
"Relic of Legends",3,"Artifact",,"dmu","236",uncommon,Colorless,Owned,Non-foil,mainboard,false,,,"","",102948,false,false,"Titus Lunter"
"Rhystic Study",3,"Enchantment",U,"pcy","45",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",14171,false,false,"Terese Nielsen"
"Rings of Brighthearth",3,"Artifact",,"cmr","335",rare,Colorless,Owned,Foil,mainboard,false,,,"","",85452,false,false,"Howard Lyon"
"Rionya, Fire Dancer",5,"Legendary Creature - Human Wizard",R,"c21","55",rare,Red,Owned,Non-foil,mainboard,false,,,"","",89853,false,false,"Heonhwa"
"Rite of Flame",1,"Sorcery",R,"csp","96",common,Red,Owned,Non-foil,mainboard,false,,,"","",24675,false,false,"Dany Orizio"
"Rite of Flame",1,"Sorcery",R,"csp","96",common,Red,Owned,Non-foil,mainboard,false,,,"","",24675,false,false,"Dany Orizio"
"Rite of Flame",1,"Sorcery",R,"csp","96",common,Red,Owned,Non-foil,mainboard,false,,,"","",24675,false,false,"Dany Orizio"
"Rite of Flame",1,"Sorcery",R,"csp","96",common,Red,Owned,Non-foil,mainboard,false,,,"","",24675,false,false,"Dany Orizio"
"Rite of Flame",1,"Sorcery",R,"csp","96",common,Red,Owned,Non-foil,mainboard,false,,,"","",24675,false,false,"Dany Orizio"
"Rite of Flame",1,"Sorcery",R,"csp","96",common,Red,Owned,Non-foil,mainboard,false,,,"","",24675,false,false,"Dany Orizio"
"Rite of Flame",1,"Sorcery",R,"csp","96",common,Red,Owned,Non-foil,mainboard,false,,,"","",24675,false,false,"Dany Orizio"
"Rite of Flame",1,"Sorcery",R,"csp","96",common,Red,Owned,Non-foil,mainboard,false,,,"","",24675,false,false,"Dany Orizio"
"Roaming Throne",4,"Artifact Creature - Golem",,"lci","258",rare,Colorless,Proxied,Non-foil,mainboard,false,,,"","",118358,false,false,"Cristi Balanescu"
"Rofellos, Llanowar Emissary",2,"Legendary Creature - Elf Druid",G,"uds","118",rare,Green,Owned,Non-foil,mainboard,false,,,"","",12913,false,false,"Michael Sutfin"
"Rograkh, Son of Rohgahh",0,"Legendary Creature - Kobold Warrior",R,"cmr","197",rare,Red,Owned,Non-foil,mainboard,false,,,"","",85176,false,false,"Chris Seaman"
"Rogue's Passage",0,"Land",,"mic","179",uncommon,Lands,Owned,Non-foil,mainboard,false,,,"","",93774,false,false,"Christine Choi"
"Rona, Herald of Invasion",2,"Legendary Creature - Human Wizard",UB,"mom","295",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",109496,false,false,"Daniel Lieske"
"Roxanne, Starfall Savant",5,"Legendary Creature - Cat Druid",GR,"otj","228",rare,null,Owned,Foil,mainboard,false,,,"","",124367,false,false,"Ina Wong"
"Rules Lawyer",5,"Artifact Creature - Cyborg Advisor",W,"ulst","7",rare,White,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Sean Murray"
"Rune-Scarred Demon",7,"Creature - Demon",B,"fdn","184",rare,null,Owned,Non-foil,mainboard,false,,,"","",133394,false,false,"Michael Komarck"
"Ruric Thar, the Unbowed",6,"Legendary Creature - Ogre Warrior",GR,"2x2","271",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",102026,false,false,"Tyler Jacobson"
"Ruthless Technomancer",4,"Creature - Human Wizard",B,"j25","484",rare,Black,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"PINDURSKI"
"Sacrifice",1,"Instant",B,"spg","69",mythic,Black,Owned,Non-foil,mainboard,false,,,"","",131429,false,false,"David Palumbo"
"Sakashima of a Thousand Faces",4,"Legendary Creature - Human Rogue",U,"cmr","89",mythic,Blue,Owned,Non-foil,mainboard,false,,,"","",84960,false,false,"Jason A. Engle"
